Masked Well Name,Fuel Type,Fuel Value,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
Floyd 3H,DGB_CNG,9779.740341517403,7861.4438756402415,13307.721151707756,22180.030213235128,19051.221131806255,8946.378120402325,20821.800300833915,10838.736391121274,4123.592858141261,13931.522738702019,7601.010504667933,4174.7956962973985,20053.596870362984,8236.13303296924,9143.052715228605,16257.245848766213,18214.35033554356,9492.463786901146,13623.922416655343,14702.246921298673,13133.781856828766,16949.948418534917,459.4062375267549,11587.412598045878,0.0,2000.3250438684026,11541.270805670276,15251.412276658633,11049.490858672772,4808.30004336847,10286.882208435894,3188.313322445136,12630.40641157441,8621.014551594273,13413.694723353548,7560.065636792038,13118.244373323074,0.0,11669.54737975095,12183.018929357777,8456.303309251987,12533.864350109518,3957.4440204828907,11000.91804477436,11338.49578538832,6752.811019172668,14740.031801187033,3391.8307584094737,21604.156635235828,12405.143392016751,9080.900399225671,18093.319629011734,11590.147565523439,18076.891606416597,2271.468134953996,6501.172069342701,10223.24288663213,13896.091306901377,3754.2756620090813,5140.6440949090065,8467.555329040593,7664.885476682817,6296.33845158334,20169.623948134344,4320.54499476759,7202.694951236561,10577.798446270159,10602.651334501044,7279.3864610538585,6517.729846461748,6961.038583146576,9985.462747132262,3749.6242741379538,20766.387525662045,11463.751892544115,6329.695177532922,4358.8061811553525,10955.144735467451,15718.903115210289,9522.9712841175,6096.528316538178,10934.084883884263,10645.01163864259,11028.48296749553,4762.591330056428,3963.5360724911834,12864.155223859541,18143.061799389885,8703.676618609727,8042.364795853204,14785.501636868259,12362.617707597738,15449.526291622838,12252.569591215928,16294.250951867685,13014.049836157152,12881.074729187847,8891.538231998458,15677.096980334798,0.0,15609.132508624927
Monroe 7H,DGB_CNG,5667.4622504030685,0.0,0.0,15365.445954529128,14650.534060030759,0.0,2639.546515395534,9387.481185081377,9693.88610821659,2838.8787763580954,648.1317112713095,2622.769462143748,0.0,2998.923354977237,12253.848666576727,0.0,11441.297074668339,2140.322489375715,8080.607396711261,11763.550978017773,9921.038895706184,3040.4308503733873,6622.88426669811,12507.588639724869,6367.474503180934,11466.135228496121,5470.8848780513745,14790.818398512403,0.0,8297.96158480103,3693.5328037852987,4064.2580997360196,641.5900360155001,6929.858880932231,7778.28077517388,11693.259327613028,15504.923057787868,6597.579056769285,9456.32113052678,16054.728582646312,7158.725348526075,14426.36197615,0.0,0.0,1463.5451313377089,16770.288983573795,4278.148075008652,0.0,14045.08832566596,5869.804223220371,16582.776768113763,4361.374474249626,0.0,8491.19136473426,6674.329979647909,7024.836454085686,3581.7317257905042,802.8685053796235,496.74602909107034,8448.600472886963,0.0,2369.482534686347,4378.730531973976,10739.902983296155,9150.597430165159,8076.691502361602,11612.373754594182,5229.697545125003,6949.315375966749,12713.094449441376,18155.02104733987,0.0,10467.784420881024,8104.231854138614,12101.456214232112,11892.203969603986,10514.509174028412,11559.171933004067,2101.048358894486,0.0,0.0,7713.128833653579,14654.789612496661,6237.558569454619,10522.940790902254,10397.019379633295,2726.7256163443617,2388.7880956871604,1906.3545006075606,7718.559327358762,402.46545145729124,9309.696448962113,15196.768892263386,16696.808560306385,7934.14339293127,2695.151498365914,9938.112169496007,10959.13816238185,11293.133037472084,12110.053073783714,3835.5156073858125
Blanco 2H,Turbine,10546.850730014696,14738.74325819214,13114.203411146482,17240.084968097282,10760.724331955253,5722.671983142621,8780.255925291965,16439.982523896284,9485.32109014139,15862.16284532714,10331.342530421503,17709.784671576683,12089.449441642319,26.794058056839276,18468.509524245703,12356.543194327389,9515.672624901592,3102.787325277095,9479.635913561933,18863.931515169985,12477.607830708143,4059.8890471624118,5458.532381639898,0.0,13387.646834513056,15034.875325741306,3413.7137448231806,9025.975280890681,15403.774242620668,13226.16275347284,0.0,14483.676346221488,18239.56301246428,14913.13969109334,11729.589490063778,9081.452363048244,11355.073183029375,13463.12469640188,7396.211711562831,11835.44974942737,22501.891563723177,5154.054801887279,13072.55112615264,9851.893604952673,13195.114802284086,5927.831438663118,23216.553462982283,8530.417551740382,11454.291139772145,6345.984274784261,20560.612826671095,8806.482068073252,10633.207767498665,13334.401012926804,15006.665732776371,7699.581990515349,10354.03170305511,12966.421814704354,3965.3499146655768,17009.4705072233,6248.319775508626,15571.52390223989,4562.852175050735,11971.967722777987,7594.613745741334,9369.956174454228,12271.001468553532,16692.08564555354,14778.33615355577,0.0,1892.3529583612526,10447.531882280517,6785.697294404426,8979.555686461868,4680.322495950432,20801.977040238733,15181.761220941296,6693.41902963336,11590.903194142471,9570.459469131018,5279.1903938709875,14100.730858203708,10404.621505776662,11679.09817498496,12645.490545699327,0.0,5285.4899882489,2887.0044534743693,6793.693995315259,8980.877947969946,7888.560881313178,6756.981782698234,7411.826654391391,0.0,7793.256719702546,3599.1696618340275,9143.243730856495,2339.4122853718873,7466.534580761778,6803.242827390635,3677.11100829726
Johnson 1H,DGB_CNG,6686.230631768948,16440.79228789513,2837.630845712354,274.65626425330083,2325.3875279954955,15091.46705971946,4387.612876482379,12647.45337770808,0.0,0.0,5830.859374624037,5826.077070965968,8325.778946760043,13744.435970875642,3498.751426727064,14023.820870670224,1480.5653976428612,7649.7797752023835,15660.705379762818,0.0,7030.176842241228,7675.8305306200455,2436.1110467073268,7239.70628525881,6493.491607814813,1227.1036118775291,9170.497034652053,9323.254043747962,6956.220931820021,12634.085789877281,14376.23972932082,11425.795704627551,0.0,11738.828628017984,4436.267113947601,11680.477308307993,15804.348814143104,5595.359764048762,2128.5132220578453,7486.156675608469,6858.243237236466,1590.3874012368851,5557.628663586619,8791.19636211197,1172.6762993749153,5564.347309291208,9841.632395083676,2484.556542778473,11651.126177955546,3775.548307458642,0.0,1809.3760676075808,0.0,0.0,0.0,10210.349118199007,4961.899248416954,10601.238954005881,2995.90332558249,5762.856901767064,14265.933627382368,9460.01267997138,3798.1065999328052,377.68500123794274,4388.622155961961,4141.714009428495,12530.644326128606,6016.5968919876705,3042.8691912927734,13739.296999429513,15311.36302555661,9036.367989072442,10375.385117528378,12325.431092213947,6846.002604969569,4808.780718267223,11225.777317765323,2885.2337392963022,0.0,11177.898865863885,5412.886592603324,6864.677916767657,5666.703754099234,10264.548515937337,8707.277248104489,12094.40736252306,317.36114073720637,814.4841913156688,3053.586610967464,3839.5007363967306,6576.147196936426,12222.80494457674,3589.0182827798685,0.0,8116.00697415161,14637.32955103966,13123.110797062145,9993.614557847166,3023.1537967434115,0.0,0.0
Penobscot 1H,Turbine,18357.717044131365,19690.37675168974,22456.774324102953,13729.438233724488,16080.076034094414,19566.64450548175,18093.996078321114,17691.24536727795,16500.700835659547,14750.023166138279,25234.039846751668,24716.844365372774,22760.9465719214,33603.805003666275,12204.577401970224,10191.57588959992,22382.54024800681,22961.995183746105,21937.74441584851,20371.463299275387,8545.151840505447,6457.3419835115365,21104.443509578592,21898.208782936992,20523.397502316133,15866.530354240425,7965.6236580538625,23865.66097174957,15662.212721658267,25587.503129489407,19505.073406423322,11828.640228687083,20457.514860009687,18525.400061342945,16990.209090755317,21011.60863207673,18322.522047916736,24954.49072237221,28773.668455142193,20510.71192071467,10210.828505939147,19960.618087409963,18765.084400671734,25611.910135114766,19322.84783606808,19813.836192508345,10090.850076558392,26193.652234370224,25503.059935306963,17908.227959467768,17794.366919930908,23320.911028918483,18939.287845771552,13700.552480312432,20509.667749568318,23125.562460064728,17565.45246392853,13237.106842761288,10561.724352991756,11557.773073956443,13013.493519943346,24158.705073360943,23838.39368346735,15956.270599647676,17751.364657272843,25180.62906452603,9730.769863514022,11480.356544464357,15805.868382169021,13520.25742137043,19962.365639147738,3155.9799877750884,13772.933796002315,23791.46833676193,18472.60192703018,29578.115450011945,12897.764300870984,10557.45551431974,10926.850989597613,13997.17644456587,29597.10024273434,26471.269720379296,20737.723697009264,20805.210071385194,19158.81858550535,18609.40966360044,27892.11595771722,13953.666907850016,14668.39909426046,20527.03712898644,19455.358872687484,10945.341991315592,5409.729923134293,18599.06609466147,12848.179741560283,14530.717131493171,26481.011390256775,14441.940093699606,31158.74219365605,12133.323319109302,22037.560096746474
Okfuskee 5H,Turbine,8098.1494931761945,12789.768683936054,4541.9353980653395,6779.575195965735,16310.337572911823,4299.665685529632,3968.2297719579037,2061.0025272985695,4659.947130391733,9944.243616858865,13089.353371221485,3428.02055145528,13773.296894068459,5881.414735697725,7346.599354864834,6861.075298837912,10852.41404962317,8209.458379665068,8153.148553098738,11662.969155293524,9712.801526896543,11806.155479484927,0.0,9954.052434130708,17549.420781191362,10768.567080204926,7965.357770496965,4353.684639393843,19291.287557803138,16190.978229683999,5027.4295561425515,10125.850833921435,17696.041177016432,1960.0934510389025,0.0,2835.467962117842,6085.278506057646,6576.115867943998,6661.188674670257,6368.107168721012,4819.478403473202,8032.7882816302545,4983.383720951251,12861.77853059645,2110.181290582389,13688.974987609978,0.0,13976.475084691563,2913.3519438167014,6201.231751489662,7297.799696059514,775.555357576648,0.0,12727.571007023018,10807.05578579902,12393.830166527056,365.00542612924164,2932.560277704245,12537.149444679486,5928.5853134967765,9620.58319125416,11823.145505089866,8960.501856288676,12262.325457616746,0.0,5490.21427994742,13576.793068852843,10216.349615441666,11333.028248356724,9447.089262738275,23256.945088370703,7264.74427372928,0.0,13226.55118866998,0.0,0.0,0.0,1821.0391926749544,14427.216753781275,8489.560525491952,8097.127609192226,9778.659903896692,8086.283737935734,4325.083416298603,692.149573604901,280.23562890603716,13509.16487193423,9687.118917238138,10549.785604270273,13992.59545768042,24208.672957762108,15030.444879005412,2410.5462396153534,3446.9411682222135,3010.6747572919458,8402.294698105996,9338.515340928654,0.0,10379.06219225396,9927.362155424584,0.0
Washita 3H,Turbine,12455.240632098219,13130.568494388324,8110.051133358054,5013.020358944474,14333.500441439888,9322.442393001485,8031.552494617488,17729.504333994624,9527.523333849746,12631.896922617068,17096.485890096785,9387.407734003593,16546.00625898748,14985.860543521847,12001.440853088505,18846.232424217815,3485.266044886943,18301.105855548794,4019.2221512081906,9003.499965103027,0.0,6890.55575384243,11754.353323779507,19395.284273326884,18726.428424933874,6821.023287621433,6537.670099862081,15548.65424523,7517.637714747424,6500.6484779032435,7250.554214332362,7748.969823419838,13901.378197199898,13092.2434239739,20452.310003611576,19336.908399458815,14154.420657046776,13916.613741741287,10477.023811525347,14876.771037079905,11169.902937828165,3141.476113479641,16039.645997761387,9334.389942905034,10722.961981316146,8582.891761628774,8946.433229748449,0.0,13744.279217798432,12560.780213595592,10656.175517110054,18156.041909910437,12226.130769196769,9912.995497517299,20692.12163980167,17153.082812356155,17262.53344384013,8680.047869912001,10974.52132769147,19859.487780262163,10044.295719801861,18332.840025127407,14912.404848729737,16817.34972267827,13174.728775835843,15792.716837120035,14986.62542954654,11987.866382193957,6164.555889265535,14689.845623624908,13917.486462245568,13302.582997031539,6240.368197198144,8652.244663076013,9406.128414263516,18781.754577620264,12725.676795227659,16251.868362893865,3461.815014861013,23381.09806245428,18853.15521836999,5067.934470782024,17315.13710304677,9361.185519660494,16948.219853367063,14996.060744601724,19571.536294148755,13045.876398256361,10878.126938712,6688.396845149155,14872.18484462388,20645.62218165663,18491.349939529166,11517.575793494485,13733.925504728842,14648.002387591474,5545.647269370842,7112.099401270557,3208.0055898740557,11255.168515833544,9362.363682749676
Beaufort 2H,Turbine,16430.406636613905,12598.28404436011,22436.963402936923,16142.016896998359,18236.232124668903,11495.005207051125,11734.234438733507,20261.95929908628,11446.450416511392,17125.674135611018,25697.693938360513,24573.118077634168,9859.544866132306,21999.021568373493,6778.569607828673,18934.15197874702,18481.36871432184,17401.95669936664,20251.193298309918,16989.42862356774,14332.261402305037,15037.860775570638,21675.81798994453,22656.895416778552,11100.339966664978,21144.72392311807,17109.61590642626,11055.936700029863,22656.667708203295,15151.775650078305,19942.82146354374,16001.484691629015,17157.648196370752,11427.702633865643,13452.67141864502,24361.36724590807,15942.747457077574,14065.351526356544,13955.461195706426,18481.47993452674,18478.130070061507,16795.0924250988,11084.66044438095,19787.997888147005,19148.7718608933,23206.738724520208,21796.90642869086,16976.32895949647,24459.193356934535,18430.53868727546,28237.2323331889,19134.72440791923,16996.790340346557,33284.981233903236,5080.672246514521,11375.191745423574,15648.368589333735,12438.12246154058,25694.26809962904,23729.130265501146,11870.19824240214,10989.541343531857,11969.586713360275,12446.743063585809,14650.612543717676,17784.155347967848,27975.907519908804,14980.51139552753,10514.747803977774,17152.453570275477,17231.622841650962,9668.381633266577,12785.953760236298,6628.2669165246025,21072.87485336146,18458.8417105588,17766.02084405712,2664.2587451619947,12503.083421114803,9728.799931038808,11869.476943306076,20149.94212370774,11300.694434301771,10558.458842465403,20398.46836444749,21526.681310016145,13901.51093889591,15201.018704435104,12182.853646413801,17573.079415795026,13724.81545090599,16380.816946811958,10988.845727746782,20920.049677255163,14488.558220059986,15871.41620844002,27732.37721422533,19813.270331902153,15163.187479311098,13109.734575411689,17690.927826366446
Adams 5H,DGB_CNG,4457.581086808201,2950.727058884424,4017.6191799101334,386.9375163703353,7628.7749147759005,4851.034324070958,16581.678510637343,5055.0331866189,1756.5850260370862,0.0,819.1501750795878,8215.010793713323,0.0,1648.9191025051064,12905.419296329923,9196.41375111575,378.03228735801076,11340.71957059846,2597.4079177180433,9452.126163694777,13271.843161567485,10256.859531398364,5645.730432994562,9672.539445647748,13189.1668821571,0.0,2779.6422194565184,10999.349636262468,11505.85191560054,0.0,12884.099647517987,4446.230408619583,14197.54404126103,5357.822995981688,13444.457116549129,7091.375845921326,5526.347856770446,4922.072174100221,9129.333684193381,0.0,3878.0640966594956,6318.844260603391,0.0,6961.309758262504,837.9523726222737,2547.925329865033,12002.146876889505,0.0,4397.10596157394,16636.649859757163,0.0,425.89446337609616,7074.855993166615,426.6278451379426,7418.320021552882,4168.688991474997,9172.444124733021,4573.136027349444,0.0,5346.466676757792,1555.2903123134474,7420.05645499134,6307.8092316809525,0.0,0.0,4946.420736612272,0.0,0.0,8690.561393634283,0.0,9062.605416238282,16867.903206847717,10778.215380358703,0.0,13516.716780646768,0.0,481.22142022678327,5977.940980025214,339.69727879590937,0.0,13543.28069183725,5608.420430624686,1474.849810941872,2681.5902543352386,0.0,5322.113993956133,3371.2175414712674,1080.5292307148748,10514.232104306291,6296.282000058827,0.0,4715.641493961148,5382.558606871327,0.0,3581.4315725299066,476.08803852698156,7807.232187847742,8863.267919248721,2653.9337153539273,6270.218838482546,13902.301051276576
Northern Islands 2H,DGB_CNG,8205.161410650784,13392.69803577245,10901.803063403753,8438.37114434051,10276.56474211863,8506.864429298541,8476.928533160164,13169.041939313702,9173.897419506244,3803.821192096055,0.0,5422.903994608099,12599.126305558999,0.0,12155.031499050043,4400.489011960012,1623.4007237816331,5690.986472693481,11042.438466443498,7725.5390254787,0.0,15290.359698892977,6862.201144638141,14913.747292130924,13516.543597433152,4093.2211556218062,7765.075948381094,13106.6787546236,10232.56641232371,0.0,3643.7391410557566,13898.582186506805,9338.445766495282,4382.238544683074,9047.540980339109,6319.244993983204,9710.3974017951,8491.188355433584,1988.3458806544859,9599.399181145991,10067.868485095822,3013.803963892902,8377.261909206798,788.647721596124,7820.565211633546,1318.873726027813,16004.697581596123,8588.128524263388,8135.753069246803,10971.89984365298,4755.247340645834,3841.0980134657157,11241.531460917879,10873.703112429437,12591.846122547595,17770.384583676052,10606.376324743203,7204.410271638607,13105.909155491663,3982.9435784030147,10982.26485027467,4509.174317961382,11865.398457583,8650.844110722235,6112.397001530973,1359.6810504500963,9531.599369381569,4151.448180355984,4229.756257127426,6791.032483979247,10563.737765429218,5138.4409922876075,11262.34138097988,16124.867822269845,4335.928825350065,5243.387556860464,3917.1826096734585,7338.086764874773,13710.847145517786,4515.605845258927,5618.58062640423,6391.999818513161,2344.3075190678437,13674.75664061894,10436.294799440064,9490.629932845975,11834.189422733754,5678.274242710356,1157.6562363898038,14017.536014670573,9149.118686058933,16025.96633387142,0.0,9358.801535797933,11664.378294577069,13748.819596704036,5784.441931091133,10710.440691326188,4497.8351174654,9101.717769755629,7399.167727867148
San Luis Obispo 4H,DGB_CNG,9187.157025658147,10346.573678376199,13457.28981524302,13910.651718664813,17591.039465225516,7231.478109779672,8491.253639078317,1495.1766179852684,8322.098415985514,9990.029515668602,13674.36121044671,3733.9597331012246,3774.098827149117,4233.494868879088,11056.87823426801,2023.4919426224324,15892.386630539073,15368.759166904816,14481.99510856928,9458.056863453055,4986.174254632995,18693.198866916384,11606.354797524613,7189.02381221813,0.0,7127.025524006043,5542.109934889344,12500.49564898359,0.0,7198.816502579739,3702.7486067324917,8973.945023470305,6254.43657461845,5482.155749248295,3236.222717458644,16049.56729927476,5469.3775568347855,11170.685836573462,9002.320129616193,5620.017318873821,8640.055571352792,6844.063600098969,0.0,12739.08767602308,5672.640006182156,14171.718164625696,19006.544227729035,11229.822463002236,4552.697856870697,7102.917717496375,4362.579249038589,13347.429178226217,3693.286258099167,2608.0407962505114,12271.267518250865,9412.487766677497,15029.031546307588,14727.26019340266,4076.938287294871,7254.388461767252,10593.402739573134,13469.619354211212,13211.658413424158,15623.643680315994,19675.84420831217,14182.377751667958,14294.703423903391,9118.87349675927,10036.114368228393,4893.966855181543,0.0,0.0,12668.669472999323,2729.6785432682773,4557.895269712998,12886.00021571064,13307.41854133174,1132.5597198969626,3855.6612665053335,18499.032201453712,21031.145079069887,17953.606879365492,12624.468027924175,9467.153607948349,2318.2103271906144,12672.038441056775,17291.071868603318,14788.972646870141,8785.804466436086,13381.269125881556,10328.183296465852,6182.093087775008,1002.0717615296344,2015.4551170330687,18192.72913866867,102.69997780726771,17814.12261155806,8647.881089548857,11978.786352594318,9228.922926128418,3228.5646124559307
Tuolumne 3H,Turbine,10322.221161271118,12316.301764587528,3691.523872561572,7106.8017308301,10784.29569320361,20044.85646587023,15631.146548555895,10403.662520856997,0.0,265.7294432845938,13985.865673012939,14628.637804129938,10811.05104517752,8429.748704186013,9700.71632726113,5046.631281445888,3724.6102632761776,11406.101475077074,11289.564058597236,9055.83813889785,15676.047901390111,9970.402864977596,27123.752708252734,5865.209570267197,11164.029345897714,1394.78082427749,4353.527776919346,8809.701018887721,18264.822948104378,1816.1143576950744,16434.876892369088,6929.7599568348105,12081.127980989495,0.0,17636.08155612171,704.5289411160684,18764.168614669652,16971.950302019697,14392.436105453335,14419.705248952228,11970.291027000734,9878.758250552813,10549.800703284793,14083.329941509046,5542.773886556476,9384.167335409162,11664.106367438037,12089.65093510054,4762.980161205599,24853.779724921187,0.0,5610.84036170137,11731.085288617121,9334.997508330795,6589.025612847292,12532.74582650685,14610.074401605161,12611.572916421206,7539.776469274446,12078.496502493323,12480.959466174394,0.0,8672.088908969381,10983.412952745579,10476.667012973352,16136.600369014359,4951.313316685262,13454.737303971837,5561.778191312269,12800.428974068875,12209.284646462385,146.31850495481558,14356.351077967349,16300.798562284463,13034.668844843522,6511.063920984822,4180.962053791969,10121.404096110657,3722.15628483165,16739.21565083636,11178.350170020156,15058.047064167491,7804.774652859571,8962.60614375007,10203.684429742856,14015.886992772661,11301.639662516105,17834.182038705047,19802.972547139216,10587.414798032045,9174.71266637077,8154.161137846997,8694.226370687564,9791.589735750234,13813.127130147925,15386.992947411836,22697.03664875828,4356.418686882729,22288.267863761117,9255.62215802455,13594.611152375843
Dewey 1H,DGB_CNG,10723.879558548564,21286.827498239432,11739.784119088556,8115.595831919452,21196.560456280484,11162.882219020139,14696.351160203316,16157.273133552386,6892.696947714858,16247.654146288136,9523.557318820454,7597.806461775024,15328.523281336282,4732.508020435843,22670.94117223505,14773.545680397481,5271.1213999868905,17351.507978917984,9044.292031040468,16466.646947640125,1146.5042577985769,108.10973834810102,12253.025484172736,13624.589843185935,7318.982599607186,8865.332296169827,6151.386456801059,7305.232350523926,6458.799512134452,9918.505229117602,10254.088777674777,15198.916403362615,9055.335998254137,9975.377665414535,10778.51912250026,3163.307970884627,13678.704324204047,16063.628195590238,7344.090596718217,7922.755407153198,4191.480320568067,16291.112255275839,11057.098481469797,9468.366733236662,17582.642032590622,3101.680066365566,14818.752980413135,17596.798874674096,19734.95680450483,6650.498851732029,19354.073106577696,12610.541300287587,10223.178467506414,17284.321477967787,9213.999331509616,15272.404378175219,10229.390239874963,2730.9754195559653,11674.377999792983,3806.189223095471,967.0367877248209,12016.871092071247,21610.686932740013,13288.312406808436,3534.6706295270524,8104.849291707653,17606.568488226992,9875.615383461653,15859.472178820426,22546.32040383501,4053.6846475465472,8509.173388872718,2499.1611571700396,7892.254377730398,6776.3763299230095,6932.580330142604,17599.29741552916,10295.90859743671,10036.157345296564,8124.243591343977,5190.249744008952,0.0,18546.130568680528,10217.276974673201,6309.7586452659025,8932.207957080824,0.0,3867.50595985143,6248.930320517418,10522.065099743917,12417.882986017597,6351.929517898887,4895.719019658804,13886.05475478037,13490.486800518906,11554.680390333968,10947.013097345447,2228.0496740244016,16782.292219397386,19168.78206275309,7435.336344760302
Lake 2H,DGB_CNG,11815.940550450447,7219.062589478015,11118.996896814226,14863.735991915888,4549.9252341253,22271.395293697904,11807.164067124992,8629.89833936405,20530.55077219018,12675.151819089304,466.03544255029556,22427.18721588971,12705.246275832158,15677.258907167401,10918.325505396007,4870.6057326181735,11492.8007542057,14931.374151347412,19400.17675060194,9116.172873876258,8333.614117142253,9242.870567963173,16749.881923922534,11314.002714806458,19056.119552577064,13258.62487232985,8095.081759602206,15914.4464607006,15187.264767989338,11026.153449206093,16783.74914300814,10665.146984066725,12269.590252699676,10019.982640611359,5565.454042214759,11846.430699349205,20720.346426377888,10218.113991593309,8119.445052942222,9134.412506881898,17412.86222115496,14054.945020783438,21100.10431486743,3868.434304319392,12361.52148470336,15256.63285610924,6827.969951227199,21301.168408557693,16496.82945809699,18830.54631293806,11095.772626775186,6021.444312911576,7835.953186069652,19560.70741772046,0.0,6946.700635620683,10276.617678471343,7009.862817902781,10394.572909706696,6934.677474574926,15101.80939160956,7522.596240329187,12779.363816240088,13872.39084762846,8465.101309298734,3412.9222227946775,5662.981934905053,8695.68548449186,13312.406315490978,4038.2205688789063,12964.478884722059,16021.411706272693,19428.812338746477,18715.602233825914,7483.750979836227,4923.762598884272,12984.186094654035,17697.516567360537,13642.895380954851,10344.028919253295,4212.942222010464,15618.758365404454,1558.0502098810339,4959.353960228957,17508.41342140993,12342.570144569789,13407.633257655307,4419.560636478186,7163.7101922404345,10176.14897215596,17822.587978852942,19519.223434666772,18523.631559070316,6751.292066510084,1925.9887073198279,22691.946752832613,3755.6116321711834,7049.741497786906,12333.539644995366,16810.622858424293,7285.304506718895
Chenango 8H,Turbine,11774.634578908817,6646.1230041363315,13264.363800758734,11665.244864444594,8069.340877610997,12855.786523040992,8778.240658521801,9993.361206876232,14861.613260649367,17572.18042432859,18223.180113105125,3909.639154038311,11457.318600860175,9724.027279649341,16559.04476914227,12527.815940965986,15711.228993168756,13735.298704109127,9646.289633787927,19737.949421072033,16783.203426500273,8842.212615690472,22417.525697348618,5558.509799346113,11865.230926942975,17863.950968772657,13225.261411097094,1495.2579602679525,8236.97803116845,7467.751735543298,14184.957629852923,4720.5973633525045,22933.81557224688,20023.312095072186,8621.13249468771,20868.224204481136,18480.146824717147,16001.702401623115,17219.771429633787,9017.423924491763,8364.255912266772,18242.575948655922,22882.522232595293,9948.21191943593,15748.534460428798,7521.244231252137,6590.785823758158,11370.813402150763,11353.639557816265,15942.580195546998,12183.015541943696,18517.403551808504,15847.564446711582,15926.230411932023,18094.611781127016,12184.003736203756,14543.761970292517,16912.73804550818,7048.541851937505,23414.717576269526,13174.751170298947,6153.620896562801,16599.561000169717,18927.45758229638,15599.945408536467,15060.390926506287,10143.136477260961,8493.923301113608,6844.22807168971,8957.196151669701,15559.395398779026,13229.93921226447,19783.221340951975,8033.256478882725,13456.032938721035,8279.825715091989,17508.735545365278,13616.282089035865,0.0,3269.5405539671556,9867.418277277977,11526.106645678636,16811.438138988415,16379.532919998775,14693.521876811294,14342.740424386717,2224.215483373797,11844.932374213484,10328.378858848186,12968.028974416897,17675.438898982324,4819.0584807859905,16163.68874321459,13678.223273073174,21651.417262667223,9495.725694207644,13634.977650123014,8531.491197408026,11746.541794795014,19969.40401908134,16147.647907736919
Clark 3H,DGB_CNG,6439.816739405294,6760.161053171475,8006.154106302956,10915.750546315194,3028.895928962103,7978.170722357648,8780.385859259586,0.0,0.0,7331.029686867773,11524.84799525082,7158.283107366944,15298.697714598979,11753.8412113222,15258.476468828336,10132.41803602479,14290.313678468232,0.0,12087.774027655405,5633.02423402255,3731.459847619871,3218.2539711668032,7361.583877609198,11020.883421670924,1250.562516674916,13982.601016913402,21194.40189708525,19570.88232806154,4551.492235519422,3329.352710470968,11631.516146231099,9753.862896643343,7712.3098615284825,10157.503562083997,8595.202633696941,9694.321818680271,1806.1496282183925,10481.116836503916,10380.836982198249,6535.738017895228,12119.133555855435,7919.0887339384735,4554.072612118367,8330.962396444993,7599.473009802494,6474.474907933738,4087.0112355843066,2963.9309084187094,10452.79952235235,10873.973536512573,16007.107820891219,5237.611204318258,1692.148966303691,2480.0124993984696,0.0,0.0,8639.103255078957,10867.400449368237,9056.307896300905,12699.365701676059,5645.990195357421,2321.534078917667,4871.561558163527,8937.481439774507,9790.602568730863,11518.163916173993,6187.587738511102,6638.507509346142,0.0,5259.9955151944505,6178.297118009996,1777.0963417319745,10189.870274144512,6528.937661450677,6035.759017248312,11106.836866616386,7591.850811903547,7776.416937190295,13490.48762600277,17453.944120145687,14223.71204521981,4790.6437842657815,0.0,13024.325731838759,7450.72236347834,0.0,557.2252088538435,14334.20519834847,14529.744891582428,5691.241357028866,2170.289210118578,16025.798729803546,3974.5884768790334,12935.129000366274,13192.353428351122,13243.177672939324,0.0,3229.7279475077535,0.0,0.0,0.0
